8360,"Shrek 2 (2004)","2004-05-19","Andrew Adamson","Mike Myers, Eddie Murphy, Cameron Diaz, John Cleese, Jennifer Saunders, Julie Andrews, Antonio Banderas, Rupert Everett, Conrad Vernon"
8361,"Day After Tomorrow, The (2004)","2004-05-28","Roland Emmerich","Dennis Quaid, Jake Gyllenhaal, Sela Ward, Ian Holm, Emmy Rossum"
8368,"Harry Potter and the Prisoner of Azkaban (2004)","2004-06-04","Alfonso Cuarón","Daniel Radcliffe, Emma Watson, Rupert Grint, Gary Oldman, David Thewlis, Michael Gambon, Emma Thompson, Maggie Smith, Robbie Coltrane, Alan Rickman, Timothy Spall, Mark Williams, Julie Walters, Tom Felton, David Bradley, Richard Griffiths, Fiona Shaw"
8371,"Chronicles of Riddick, The (2004)","2004-06-11","David Twohy","Vin Diesel, Colm Feore, Thandie Newton, Judi Dench, Karl Urban, Alexa Davalos, Linus Roache, Yorick van Wageningen, Nick Chinlund, Keith David, Mark Gibbon, "
8376,"Napoleon Dynamite (2004)","2004-06-11","Jared Hess","Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez, Diedrich Bader, Tina Majorino, Sandy Martin, Haylie Duff"
8464,"Super Size Me (2004)","2004-05-07","Morgan Spurlock","Morgan Spurlock"
8528,"Dodgeball: A True Underdog Story (2004)","2004-06-18","Rawson Marshall Thurber","Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn, Stephen Root, Justin Long, Joel David Moore, Alan Tudyk, Missi Pyle, Gary Cole, Jason Bateman, Hank Azaria"
8529,"Terminal, The (2004)","2004-06-18","Steven Spielberg","Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride"
8531,"White Chicks (2004)","2004-06-23","Keenen Ivory Wayans","Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison, Lochlyn Munro, John Heard, Busy Philipps, Terry Crews, Brittany Daniel, Eddie Velez, Jessica Cauffiel, Maitland Ward, Anne Dudek, Rochelle Aytes, Jennifer Carpenter, Faune A. Chambers, Evangeline Lilly"
8533,"Notebook, The (2004)","2004-06-25","Nick Cassavetes","Ryan Gosling, Rachel McAdams, Gena Rowlands, James Garner"
8622,"Fahrenheit 9/11 (2004)","2004-06-25","Michael Moore","Michael Moore, George W. Bush"
8636,"Spider-Man 2 (2004)","2004-06-30","Sam Raimi","Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Bruce Campbell"
8638,"Before Sunset (2004)","2004-07-02","Richard Linklater","Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torres"
8641,"Anchorman: The Legend of Ron Burgundy (2004)","2004-07-09","Adam McKay","Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell, David Koechner, Fred Willard, Chris Parnell, Kathryn Hahn, Fred Armisen, Danny Trejo, Luke Wilson, Ben Stiller, Jack Black, Tim Robbins, Vince Vaughn"
8643,"Cinderella Story, A (2004)","2004-07-16","Mark Rosman","Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd"
8644,"I, Robot (2004)","2004-07-16","Alex Proyas","Will Smith, Bridget Moynahan, Bruce Greenwood, Chi McBride"
8665,"Bourne Supremacy, The (2004)","2004-07-23","Paul Greengrass","Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban, Gabriel Mann, Joan Allen, Marton Csokas, Michelle Monaghan, Karel Roden, Tomas Arana, Oksana Akinshina, Chris Cooper"
8666,"Catwoman (2004)","2004-07-23","Pitof","Halle Berry, Sharon Stone, Benjamin Bratt, Lambert Wilson, Frances Conroy"
8781,"Manchurian Candidate, The (2004)","2004-07-30","Jonathan Demme","Denzel Washington, Meryl Streep, Liev Schreiber, Kimberly Elise"
8783,"Village, The (2004)","2004-07-30","M. Night Shyamalan","Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt, Sigourney Weaver"
8784,"Garden State (2004)","2004-07-30","Zach Braff","Zach Braff, Natalie Portman, Peter Sarsgaard, Ian Holm"
8798,"Collateral (2004)","2004-08-06","Michael Mann","Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Javier Bardem, Mark Ruffalo"
8807,"Harold and Kumar Go to White Castle (2004)","2004-07-30","Danny Leiner","John Cho, Kal Penn, Malin Akerman, Anthony Anderson, Neil Patrick Harris, Ethan Embry, Fred Willard, Paula Garcés, David Krumholtz, Eddie Kaye Thomas"
8808,"Princess Diaries 2: Royal Engagement, The (2004)","2004-08-11","Garry Marshall","Anne Hathaway, Julie Andrews, Hector Elizondo, John Rhys-Davies, Heather Matarazzo, Chris Pine, Callum Blue, Tom Poston, Joel McCrary, Raven-Symoné, Larry Miller, Caroline Goodall, Sean O'Bryan, Spencer Breslin, Kamilla Bjorlin, Shea Curry, Brian Klugman, Paul Vogt, Paul Williams, Peter Allen Vogt, Bonnie Aarons, Sandra Taylor, Abigail Breslin, Stan Lee, "
8810,"AVP: Alien vs. Predator (2004)","2004-08-13","Paul W.S. Anderson","Sanaa Lathan, Raoul Bova, Lance Henriksen, Ewen Bremner"
8861,"Resident Evil: Apocalypse (2004)","2004-09-10","Alexander Witt","Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann, Sandrine Holt, Mike Epps, Iain Glen, Dave Nichols"
8874,"Shaun of the Dead (2004)","2004-09-24","Edgar Wright","Simon Pegg, Kate Ashfield, Nick Frost, Lucy Davis"
8907,"Shark Tale (2004)","2004-10-01","Bibo Bergeron","Will Smith, Robert De Niro, Renée Zellweger, Jack Black, Angelina Jolie, Martin Scorsese, Ziggy Marley, Doug E. Doug, Michael Imperioli, Vincent Pastore, Peter Falk, Katie Couric, Bobb'e J. Thompson, Saverio Guerra, James Madio, Frank Vincent, Joseph Siravo, Phil LaMarr, Jenifer Lewis, Christina Aguilera, Missy 'Misdemeanor' Elliott"
8914,"Primer (2004)","2004-10-08","Shane Carruth","Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya"
8917,"Team America: World Police (2004)","2004-10-15","Trey Parker","Trey Parker, Matt Stone, Kristen Miller, Masasa, Daran Norris"
8949,"Sideways (2004)","2004-10-22","Alexander Payne","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Jessica Hecht, M.C. Gainey, Shake Tukhmanyan, Stephanie Faracy"
8950,"The Machinist (2004)","2004-01-18","Brad Anderson","Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón,John Sharian,Michael Ironside,Lawrence Gilliard Jr.,Reg E. Cathey,Anna Massey"
8957,"Saw (2004)","2004-10-29","James Wan","Leigh Whannell, Tobin Bell, Danny Glover, Cary Elwes, Ken Leung, Monica Potter, Dina Meyer"
8958,"Ray (2004)","2004-10-29","Taylor Hackford","Jamie Foxx, Kerry Washington, Regina King, Clifton Powell, Bokeem Woodbine, Curtis Armstrong, Richard Schiff, Larenz Tate, Terrence Howard, David Krumholtz, Warwick Davis"
8961,"Incredibles, The (2004)","2004-11-05","Brad Bird","Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee, Jean Sincere, Wallace Shawn, Spencer Fox, Sarah Vowell, Elizabeth Peña, John Ratzenberger, "
8965,"Polar Express, The (2004)","2004-11-10","Robert Zemeckis","Tom Hanks, Leslie Harter Zemeckis, Eddie Deezen, Nona M. Gaye"
8970,"Finding Neverland (2004)","2004-11-12","Marc Forster","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell, Dustin Hoffman, Freddie Highmore, Nick Roud, Ian Hart"
8972,"National Treasure (2004)","2004-11-08","Jon Turteltaub","Nicolas Cage, Harvey Keitel, Jon Voight, Diane Kruger, Justin Bartha, Sean Bean"
8981,"Closer (2004)","2004-12-03","Mike Nichols","Natalie Portman, Jude Law, Julia Roberts, Clive Owen"
8984,"Ocean's Twelve (2004)","2004-12-10","Steven Soderbergh","Brad Pitt, Catherine Zeta-Jones, George Clooney, Julia Roberts, Vincent Cassel, Andy Garcia, Matt Damon, Casey Affleck, Scott Caan, Bernie Mac, Don Cheadle, Carl Reiner, Elliott Gould, Robbie Coltrane"
8985,"Blade: Trinity (2004)","2004-12-08","David S. Goyer","Wesley Snipes, Kris Kristofferson, Ryan Reynolds, Jessica Biel, Paul Michael Levesque, Parker Posey, Natasha Lyonne, Patton Oswalt"
25771,"Andalusian Dog, An (Chien andalou, Un) (1929)","1929-06-06","Luis Buñuel","Simone Mareuil, Pierre Batcheff"
26662,"Kiki's Delivery Service (Majo no takkyûbin) (1989)","1989-07-29","Hayao Miyazaki","Minami Takayama, Rei Sakuma, Kappei Yamaguchi, Keiko Toda"
26693,"It (1990)","1990-01-01","Tommy Lee Wallace","Harry Anderson, Dennis Christopher, Richard Masur, Annette O'Toole, Tim Reid, John Ritter, Tim Curry, Jonathan Brandis\t, Seth Green"
27660,"Animatrix, The (2003)","2003-06-03","Peter Chung","Akio Ôtsuka, Clayton Watson, Olivia d'Abo, Carrie-Anne Moss, Keanu Reeves, Dwight Schultz"
27706,"Lemony Snicket's A Series of Unfortunate Events (2004)","2004-12-17","Brad Silberling","Jim Carrey, Meryl Streep, Jude Law, Emily Browning, Liam Aiken, Timothy Spall, Billy Connolly, Catherine O'Hara, Luis Guzmán, Kara Hoffman"
27773,"Old Boy (2003)","2005-03-25","Chan-wook Park","Min-Sik Choi, Ji-Tae Ju, Hye-Jeong Kang, Byeong-Ok Kim"
27788,"Jacket, The (2005)","2005-01-23","John Maybury","Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh, Kelly Lynch, Brad Renfro, Daniel Craig"
27831,"Layer Cake (2004)","2005-05-13","Matthew Vaughn","Daniel Craig, Tom Hardy, Jamie Foreman, Michael Gambon, Colm Meaney, Dexter Fletcher, Sienna Miller, Kenneth Cranham"
27904,"Scanner Darkly, A (2006)","2006-07-07","Richard Linklater","Keanu Reeves, Woody Harrelson, Winona Ryder, Robert Downey Jr., Rory Cochrane"
30707,"Million Dollar Baby (2004)","2004-12-15","Clint Eastwood","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel"
30749,"Hotel Rwanda (2004)","2004-12-22","Terry George","Don Cheadle, Nick Nolte, Sophie Okonedo, Joaquin Phoenix"
30793,"Charlie and the Chocolate Factory (2005)","2005-07-10","Tim Burton","Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee"
30810,"Life Aquatic with Steve Zissou, The (2004)","2004-12-25","Wes Anderson","Bill Murray, Owen Wilson, Cate Blanchett, Willem Dafoe, Anjelica Huston"
30812,"Aviator, The (2004)","2004-12-17","Martin Scorsese","Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, Alec Baldwin, Alan Alda, John C. Reilly, Ian Holm, Gwen Stefani, Jude Law, Willem Dafoe, Frances Conroy, Kevin O'Rourke"
30825,"Meet the Fockers (2004)","2004-12-22","Jay Roach","Robert De Niro, Ben Stiller, Dustin Hoffman, Barbara Streisand, Blythe Danner, Teri Polo, Owen Wilson, Alanna Ubach, Ray Santiago, Tim Blake Nelson, Jack Plotnick, J.P. Manoux, Cedric Yarbrough, Allan Kolman"
31364,"Memories of Murder (Salinui chueok) (2003)","2003-11-04","Joon-ho Bong","Kang-ho Song, Sang-kyung Kim, Roe-ha Kim, Jae-ho Song"
31410,"Downfall (Untergang, Der) (2004)","2005-02-18","Oliver Hirschbiegel","Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes, Juliane Köhler, Heino Ferch, Christian Berkel, Thomas Kretschmann, "
31658,"Howl's Moving Castle (Hauru no ugoku shiro) (2004)","2005-06-10","Hayao Miyazaki","Chieko Baishô, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryûnosuke Kamiki, Lauren Bacall, Jean Simmons, Christian Bale, Blythe Danner, Emily Mortimer, Josh Hutcherson, Billy Crystal, Jena Malone, Carlos Alazraqui"
31685,"Hitch (2005)","2005-02-11","Andy Tennant","Will Smith, Eva Mendes, Kevin James, Amber Valletta, Adam Arkin, Michael Rapaport, Jeffrey Donovan, Philip Bosco, Kevin Sussman, Matt Malloy, Adam LeFevre, Joe Lo Truglio, Matt Servitto"
31696,"Constantine (2005)","2005-02-18","Francis Lawrence","Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou"
31878,"Kung Fu Hustle (Gong fu) (2004)","2005-04-08","Stephen Chow","Stephen Chow, Yuen Qiu, Wah Yuen, Siu Lung Leung, Xiaogang Feng"
32017,"Pacifier, The (2005)","2005-03-04","Adam Shankman","Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow, Max Thieriot, Chris Potter, Carol Kane, Brad Garrett, Tate Donovan"
32031,"Robots (2005)","2005-03-11","Chris Wedge","Paula Abdul, Halle Berry, Terry Bradshaw, Jim Broadbent, Mel Brooks, Amanda Bynes, Drew Carey, Jennifer Coolidge, Will Denton, Marshall Efron, Paul Giamatti, Dan Hedaya, James Earl Jones, Greg Kinnear, Jay Leno, Natasha Lyonne, Brian McFadden, Ewan McGregor, Jansen Panettiere, Al Roker, Alan Rosenberg, Stephen Tobolowsky, Stanley Tucci, Chris Wedge, Dianne Wiest, Harland Williams, Robin Williams, Crawford Wilson, "
32460,"Knockin' on Heaven's Door (1997)","1998-02-18","Thomas Jahn","Til Schweiger, Jan Josef Liefers, Moritz Bleibtreu, Rutger Hauer"
32587,"Sin City (2005)","2005-04-01","Robert Rodriguez","Jessica Alba, Rosario Dawson, Bruce Willis, Benicio Del Toro, Clive Owen, Mickey Rourke, Jaime King, Carla Gugino, Nick Stahl, Rutger Hauer, Powers Boothe, Elijah Wood, Brittany Murphy, Michael Madsen"
32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)","1902-10-04","Georges Méliès","Georges Méliès, Victor André, Brunnet, Depierre, Farjaux, Kelm"
33004,"Hitchhiker's Guide to the Galaxy, The (2005)","2005-04-29","Garth Jennings","Martin Freeman, Mos Def, Sam Rockwell, Zooey Deschanel, Bill Nighy, Warwick Davis, Anna Chancellor, Alan Rickman, Helen Mirren, Stephen Fry, John Malkovich, Thomas Lennon, Kelly Macdonald, Richard Griffiths, Dominique Jackson, Ian McNeice, Steve Pemberton, Peter Burroughs, Garth Jennings, Zoe Kubaisi, Jason Schwartzman, Edgar Wright"
33158,"xXx: State of the Union (2005)","2005-04-29","Lee Tamahori","Ice Cube, Willem Dafoe, Samuel L. Jackson, Xzibit, Nona Gaye, Scott Speedman"
33162,"Kingdom of Heaven (2005)","2005-05-06","Ridley Scott","Liam Neeson, Orlando Bloom, David Thewlis, Eva Green, Marton Csokas, Brendan Gleeson, Jeremy Irons, Kevin McKidd"
33166,"Crash (2004)","2005-05-06","Paul Haggis","Sandra Bullock, Don Cheadle, Art Chudabala, Tony Danza, Keith David, Loretta Devine, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Nona Gaye, Terrence Howard, Daniel Dae Kim, Bruce Kirby, Ludacris, Jack McGee, Thandie Newton, Michael Peña, Ryan Phillippe, Marina Sirtis, Larenz Tate, Beverly Todd, Shaun Toub, Kathleen York"
33493,"Star Wars: Episode III - Revenge of the Sith (2005)","2005-05-19","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian Mcdiarmid, Samuel L. Jackson, Christopher Lee, Frank Oz, Anthony Daniels, Kenny Baker, Peter Mayhew, Temuera Morrison, Ahmed Best, Jimmy Smits, Jeremy Bulloch, James Earl Jones"
33615,"Madagascar (2005)","2005-05-27","Eric Darnell","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter"
33646,"Longest Yard, The (2005)","2005-05-27","Peter Segal","Adam Sandler, Chris Rock, Burt Reynolds, Nelly, Michael Irvin, Walter Williamson, Bill Goldberg, Terry Crews, Bob Sapp, Nicholas Turturro, Dalip Singh, Lobo Sebastian, Joey Diaz, Steve Reevis, David Patrick Kelly, Tracy Morgan, William Fichtner, Bill Romanowski, Kevin Nash, Steve Austin, Brian Bosworth, Michael Papajohn, Conrad Goode, Brandon Molale, James Cromwell, Cloris Leachman, Allen Covert, Rob Schneider, Chris Berman, Jim Rome, Lauren Sanchez, Ed Lauter, Big Boy, Lonnie Henderson, Robert Harvey, Courteney Cox, Joe Davis"
33679,"Mr. & Mrs. Smith (2005)","2005-06-10","Doug Liman","Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn, Kerry Washington"
33794,"Batman Begins (2005)","2005-06-15","Christopher Nolan","Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Ken Watanabe, Mark Boone Junior, Linus Roache, Morgan Freeman, Larry Holden, Rade Serbedzija, Roger Yuan"
34048,"War of the Worlds (2005)","2005-06-23","Steven Spielberg","Tom Cruise, Dakota Fanning, Tim Robbins, Justin Chatwin, Miranda Otto"
34072,"March of the Penguins (Marche de l'empereur, La) (2005)","2005-06-24","Luc Jacquet","Charles Berling, Romane Bohringer, Jules Sitruk, Morgan Freeman"
34150,"Fantastic Four (2005)","2005-07-08","Tim Story","Ioan Gruffudd, Michael Chiklis, Jessica Alba, Chris Evans, Julian McMahon, Laurie Holden, Kerry Washington"
34162,"Wedding Crashers (2005)","2005-07-15","David Dobkin","Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams, Isla Fisher, Jane Seymour, Ellen Albertini Dow, Keir O'Donnell, Bradley Cooper, Henry Gibson, Dwight Yoakam, Rebecca De Mornay, Geoff Stults, Rachel Sterling, Diora Baird, Larry Joe Campbell, Summer Altice, Will Ferrell, John McCain, Richard Riehle"
34319,"Island, The (2005)","2005-07-22","Michael Bay","Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean, Steve Buscemi, Michael Clarke Duncan, Ethan Phillips"
34323,"Devil's Rejects, The (2005)","2005-07-22","Rob Zombie","Sid Haig, Bill Moseley, Sheri Moon, William Forsythe, Ken Foree, Matthew McGrory, Leslie Easterbrook, Geoffrey Lewis, Priscilla Barnes, Dave Sheridan, Kate Norby, Lew Temple, Danny Trejo, Dallas Page, Brian Posehn, Elizabeth Daily, Tom Towles, Michael Berryman, P.J. Soles, Jossara Jinaro, Chris Ellis, Mary Woronov, Daniel Roebuck, Duane Whitaker, Mike Bellesfield, Kane Hodder, Tyler Mane, Steve Railsback, "
34332,"Sky High (2005)","2005-07-29","Mike Mitchell","Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker, Kevin Heffernan, Kelly Vitz, Mary Elizabeth Winstead, Lynda Carter, Bruce Campbell, Cloris Leachman, Dave Foley, Kevin McDonald, Lucille Soong, Patrick Warburton"
34405,"Serenity (2005)","2005-09-30","Joss Whedon","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin, Adam Baldwin, Jewel Staite, Sean Maher, Summer Glau, Chiwetel Ejiofor, David Krumholtz, Michael Hitchcock, Sarah Paulson"
35836,"40-Year-Old Virgin, The (2005)","2005-08-19","Judd Apatow","Steve Carell, Catherine Keener, Paul Rudd, Romany Malco, Seth Rogen, Elizabeth Banks, Leslie Mann, Jane Lynch, Gerry Bednob, Shelley Malil, Kat Dennings, Chelsea Smith, Jonah Hill, Mo Collins, Cedric Yarbrough, David Koechner, Carla Gallo, Stormy Daniels, Kevin Hart"
36519,"Transporter 2 (2005)","2005-09-02","Louis Leterrier","Jason Statham, François Berléand, Alessandro Gassman, Amber Valletta, Katie Nauta, Jason Flemyng,\tMatthew Modine"
36529,"Lord of War (2005)","2005-09-16","Andrew Niccol","Nicolas Cage, Bridget Moynahan, Jared Leto, Ethan Hawke, Eamonn Walker, Ian Holm"
37380,"Doom (2005)","2005-10-21","Andrzej Bartowiak","Dwayne Johnson, Richard Brake, Karl Urban, Rosamund Pike"
37386,"Aeon Flux (2005)","2005-12-02","Karyn Kusama","Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner,"
37727,"Flightplan (2005)","2005-09-23","Robert Schwentke","Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan, Erika Christensen"
37729,"Corpse Bride (2005)","2005-09-16","Tim Burton","Johnny Depp, Helena Bonham Carter, Emily Watson, Albert Finney, Christopher Lee"
37733,"History of Violence, A (2005)","2005-09-30","David Cronenberg","Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes, Stephen McHattie, Greg Bryk, "
37830,"Final Fantasy VII: Advent Children (2004)","2006-01-10","Tetsuya Nomura","Takahiro Sakurai, Ayumi Ito, Toru Ôkawa"
38038,"Wallace & Gromit in The Curse of the Were-Rabbit (2005)","2005-10-05","Steve Box","Peter Sallis, Ralph Fiennes, Helena Bonham Carter"
38061,"Kiss Kiss Bang Bang (2005)","2005-09-11","Shane Black","Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen, Larry Miller, Shannyn Sossamon"
38886,"Squid and the Whale, The (2005)","2005-10-05","Noah Baumbach","Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, Halley Feiffer, Anna Paquin"
39183,"Brokeback Mountain (2005)","2005-09-03","Ang Lee","Jake Gyllenhaal, Heath Ledger, Michelle Williams, Anne Hathaway, Randy Quaid, Anna Faris, Linda Cardellini"
39435,"Legend of Zorro, The (2005)","2005-10-28","Martin Campbell","Antonio Banderas, Catherine Zeta-Jones, Giovanna Zacarías, Raúl Méndez"
39446,"Saw II (2005)","2005-10-28","Darren Lynn Bousman","Donnie Wahlberg, Shawnee Smith, Tobin Bell, Erik Knudsen"
39715,"American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005)","1990-01-01","Steve Rash","Tad Hilgenbrinck, Eugene Levy, Arielle Kebbel"
40278,"Jarhead (2005)","2005-11-04","Sam Mendes","Jake Gyllenhaal, Peter Sarsgaard, Jamie Foxx, Scott MacDonald, Lo Ming, Becky Boxer"
40339,"Chicken Little (2005)","2005-11-04","Mark Dindal","Zach Braff, Garry Marshall, Joan Cusack, Steve Zahn, Dan Molina, Don Knotts, Patrick Stewart, Amy Sedaris"
40732,"Descent, The (2005)","2006-08-04","Neil Marshall","Shauna Macdonald, MyAnna Buring, Natalie Jackson Mendoza, Molly Kayll, Alex Reid, Saskia Mulder, Nora-Jane Noone"
40815,"Harry Potter and the Goblet of Fire (2005)","2005-11-18","Mike Newell","Daniel Radcliffe, Emma Watson, Rupert Grint, Robert Pattinson, Stanislav Ianevski, Katie Leung, Ralph Fiennes, Gary Oldman, Michael Gambon, Maggie Smith, Jason Isaacs, Timothy Spall, David Tennant, Robbie Coltrane, Brendan Gleeson, Miranda Richardson"
40819,"Walk the Line (2005)","2005-11-18","James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick"
40851,"Zathura (2005)","2005-11-11","Jon Favreau","Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart, Tim Robbins, Frank Oz"
41285,"Match Point (2005)","2005-11-02","Woody Allen","Jonathan Rhys Meyers, Scarlett Johansson, Emily Mortimer, Matthew Goode, Brian Cox"
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","2005-12-09","Andrew Adamson","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, Jim Broadbent, Liam Neeson, Ray Winstone, Dawn French, Rupert Everett"
41569,"King Kong (2005)","2005-12-14","Peter Jackson","Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann, Colin Hanks, Andy Serkis, Evan Parke, Jamie Bell, Kyle Chandler"
42011,"Fun with Dick and Jane (2005)","2005-12-21","Dean Parisot","Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins"
42723,"Hostel (2005)","2006-01-06","Eli Roth","Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova"
42734,"Hoodwinked! (2005)","2006-01-13","Cory Edwards","Anne Hathaway, Glenn Close, James Belushi, Patrick Warburton, Anthony Anderson, David Ogden Stiers, Xzibit, Chazz Palminteri, Andy Dick, Ken Marino, Tara Strong, Joel McCrary, Sally Struthers"
42738,"Underworld: Evolution (2006)","2006-01-20","Len Wiseman","Kate Beckinsale, Scott Speedman, Tony Curran, Shane Brolly, Derek Jacobi, Bill Nighy, Michael Sheen, Sophia Myles"
43679,"Final Destination 3 (2006)","2006-02-10","James Wong","Mary Elizabeth Winstead, Ryan Merriman"
44022,"Ice Age 2: The Meltdown (2006)","2006-03-31","Carlos Saldanha","Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah, Will Arnett, Jay Leno, Joseph Bologna, Stephen Root, Mindy Sterling, Alan Tudyk, Laraine Newman"
44191,"V for Vendetta (2006)","2006-03-17","James McTeigue","Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt"
44193,"She's the Man (2006)","2006-03-17","Andy Fickman","Amanda Bynes, Channing Tatum, Laura Ramsey, Alex Breckenridge, David Cross, Vinnie Jones, Julie Hagerty, James Kirk"
44195,"Thank You for Smoking (2006)","2006-01-20","Jason Reitman","Joan Lunden, Aaron Eckhart, Todd Louiso, J.K. Simmons, Cameron Bright, Maria Bello, David Koechner, Kim Dickens, William H. Macy, Richard Speight Jr., Robert Duvall, Katie Holmes, Adam Brody, Rob Lowe, Sam Elliott, Dennis Miller, Nancy O'Dell"
44199,"Inside Man (2006)","2006-03-24","Spike Lee","Denzel Washington, Clive Owen, Jodie Foster, Willem Dafoe, Chiwetel Ejiofor, Christopher Plummer"
44397,"Hills Have Eyes, The (2006)","2006-03-10","Alexandre Aja","Aaron Stanford, Kathleen Quinlan, Vinessa Shaw, Emilie de Ravin, Dan Byrd"
44555,"Lives of Others, The (Das leben der Anderen) (2006)","2007-02-09","Florian Henckel von Donnersmarck","Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur"
44665,"Lucky Number Slevin (2006)","2006-04-07","Paul McGuigan","Josh Hartnett, Stanley Tucci, Ben Kingsley, Bruce Willis, Morgan Freeman, Lucy Liu"
44761,"Brick (2005)","2006-03-31","Rian Johnson","Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Matt O'Leary, Richard Roundtree, Noah Segan, Noah Fleiss, Emilie de Ravin"
44974,"Hard Candy (2005)","2006-04-14","David Slade","Patrick Wilson, Ellen Page, Sandra Oh, Jennifer Holmes"
45081,"Silent Hill (2006)","2006-04-21","Christophe Gans","Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger, Kim Coates, Tanya Allen, Alice Krige, Jodelle Ferland"
45186,"Mission: Impossible III (2006)","2006-05-05","J.J. Abrams","Tom Cruise, Ving Rhames, Keri Russell, Philip Seymour Hoffman, Billy Crudup, Laurence Fishburne, Simon Pegg, Maggie Q"
45431,"Over the Hedge (2006)","2006-05-19","Tim Johnson","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner, Nick Nolte, Thomas Haden Church, Allison Janney, Eugene Levy, Catherine O'Hara, Avril Lavigne, Omid Djalili, Debra Wilson, Joel McCrary, Brian Stepanek, Nicholas Guest, Marcelo Tubert"
45447,"Da Vinci Code, The (2006)","2006-05-19","Ron Howard","Tom Hanks, Audrey Tautou, Ian McKellen, Paul Bettany, Jean Reno, Alfred Molina, Jürgen Prochnow"
